ProductID,Analyst,Product,CampaignName,Qty,Region,State,City,Revenue,RevenueTarget
'24','DataAnalystMiami','Beach hat','Enjoy the Moment','52','South East','Florida','Miami','$12,488.00 ','$18,299.00 '
'26','DataAnalystMiami','Bracket','Be Unique','35','South East','Florida','Miami','$5,972.00 ','$10,692.00 '
'86','DataAnalystMiami','Beer Stein','Tailored for You','15','South East','Florida','Miami','$11,400.00 ','$15,117.00 '
'146','DataAnalystMiami','Wallet','Enjoy the Moment','50','South East','Florida','Miami','$7,607.00 ','$15,850.00 '
'28','DataAnalystMiami','Sunglasses','Fun with Colors','52','South East','Florida','Miami','$12,929.00 ','$9,077.00 '
'35','DataAnalystMiami','Sunglasses','Tailored for You','52','South East','Florida','Miami','$9,486.00 ','$8,891.00 '
'40','DataAnalystMiami','Martini Glasses','Be Unique','50','South East','Florida','Miami','$13,349.00 ','$16,936.00 '
'46','DataAnalystMiami','Wheel','Be Unique','25','South East','Florida','Miami','$10,269.00 ','$11,191.00 '
'51','DataAnalystMiami','Wireless ','Enjoy the Moment','35','South East','Florida','Miami','$6,883.00 ','$10,341.00 '
'2','DataAnalystMiami','Wallet','Get Sporty','50','South East','Florida','Miami','$12,882.00 ','$19,806.00 '
'41','DataAnalystMiami','Beer Stein','Fun with Colors','15','South East','Florida','Miami','$16,810.00 ','$10,178.00 '
'3','DataAnalystSanDiego','Wallet','Fall into Winter','29','Far West','California','San Diego','$5,434.00 ','$10,709.00 '
'71','DataAnalystSanDiego','Beer Stein','Enjoy the Moment','12','Far West','California','San Diego','$6,278.00 ','$11,478.00 '
'30','DataAnalystSanDiego','Video Games','Enjoy the Moment','5','Far West','California','San Diego','$6,580.00 ','$5,490.00 '
'33','DataAnalystSanDiego','Key Chain','Tailored for You','2','Far West','California','San Diego','$10,225.00 ','$12,472.00 '
'42','DataAnalystSanDiego','Can Koosies','Be Unique','31','Far West','California','San Diego','$5,889.00 ','$9,819.00 '
'53','DataAnalystSanDiego','Beach hat','Be Unique','7','Far West','California','San Diego','$16,593.00 ','$10,533.00 '
'18','DataAnalystSanDiego','Wheel','Tailored for You','5','Far West','California','San Diego','$13,681.00 ','$13,003.00 '
'27','DataAnalystSanDiego','Wireless headphones','Enjoy the Moment','3','Far West','California','San Diego','$15,521.00 ','$13,935.00 '
'54','DataAnalystSanDiego','Bracket','Enjoy the Moment','9','Far West','California','San Diego','$13,802.00 ','$5,380.00 '
'29','DataAnalystSanDiego','Martini Glasses','Enjoy the Moment','29','Far West','California','San Diego','$11,245.00 ','$18,041.00 '
'4','DataAnalystSanDiego','Sunglasses','Tailored for You','32','Far West','California','San Diego','$11,231.00 ','$18,669.00 '
